排名,代號,名稱,成交,財報年度,營收(億),營收成長(%),毛利(億),毛利成長(%),淨利(億),淨利成長(%),毛利(%),毛率增減,淨利(%),淨率增減,EPS(元),EPS增減(元),ROE(%),ROE增減,ROA(%),ROA增減,財報評分
1033,1413,宏洲,9.77,2025,21.2,-9.55,1.12,+154,0.6,+363,5.28,+3.4,2.83,+3.8,0.45,+0.62,5.44,+7.54,2.26,+3.19,34
1034,2105,正新,32.7,2025,908,-5.68,206,-11.2,48.5,-39.5,22.7,-1.42,5.33,-3.01,1.5,-0.97,5.44,-3.67,3.34,-2.23,51
1035,6015,宏遠證,13.25,2025,15.3,+0.56,13.9,+1.66,2.99,-11.4,90.7,+0.98,19.6,-2.64,0.76,-0.15,5.43,-1.2,1.95,-0.33,45
1036,3441,聯一光,33.6,2025,4.25,+28.5,1.37,+24,0.43,-24,32.3,-1.17,10.3,-6.85,1.06,-0.34,5.37,-1.88,4.16,-1.53,57
1037,3285,微端,28.05,2025,6.79,-19.7,1.67,-11.2,0.3,-40.3,24.7,+2.35,4.98,-1.3,0.7,-0.48,5.36,-3.07,3.8,-2.29,53
1038,4530,宏易,28.35,2025,3.49,+456,1.38,+399,0.09,+114,39.4,-4.43,5.87,+104,0.34,+1.62,5.36,+32.3,4.05,+25,55
1039,1402,遠東新,26.15,2025,"2,541",-6.24,518,-3.99,78.3,-21.9,20.4,+0.48,6.66,-0.34,1.55,-0.45,5.33,-0.7,2.5,-0.3,43
1040,8940,新天地,17.75,2025,15.9,-6.42,7.8,-9.94,0.37,+351,49.1,-1.92,2.82,+1.38,0.55,+0.43,5.32,+2.32,2.04,+0.92,51
1041,6209,今國光,65.9,2025,36.5,+50.6,7.07,+263,1.61,+224,19.4,+11.3,4.4,+9.77,0.92,+1.67,5.31,+9.69,3.65,+6.9,43
1042,6194,育富,33.1,2025,13.8,-2.95,2.01,-19.4,1.05,-47.3,14.6,-2.97,7.62,-6.41,2.19,-1.96,5.3,-5.21,4.38,-4.25,55
1043,3059,華晶科,37.2,2025,86.8,+20.6,22.5,+7.82,3.78,+18.8,26,-3.08,6.38,+0.52,1.24,+0.09,5.28,+1,3.29,+0.72,51
1044,3652,精聯,28,2025,24.5,+0.59,8.39,+7.08,1.01,+7.2,34.2,+2.07,4.12,+0.25,1.34,+0.09,5.28,+0.19,3.91,+0.08,55
1045,2328,廣宇,45.5,2025,218,-0.23,26.6,-9.71,8.08,-22,12.2,-1.28,4.07,-1.43,1.56,-0.44,5.26,-2.29,3.64,-1.26,49
1046,4550,長佳,24.5,2025,9.19,-26.5,1.4,-29.7,0.51,-57.7,15.3,-0.7,5.5,-4.07,1.34,-1.82,5.25,-7.23,2.92,-3.4,48
1047,5285,界霖,54.6,2025,53.5,+6.4,7.1,+2.15,1.56,-39.2,13.3,-0.55,2.92,-2.19,1.53,-0.99,5.24,-3.52,2.95,-1.96,43
1048,8131,福懋科,59.3,2025,99.2,+11.1,10.8,-5.9,6.03,-33.1,10.8,-1.95,6.07,-4.01,1.36,-0.68,5.21,-2.72,4.56,-2.42,53
1049,2609,陽明,50.1,2025,"1,636",-26.6,244,-68.6,171,-73.4,14.9,-19.9,10.6,-18.3,4.9,-13.48,5.2,-15.6,3.7,-11,55
1050,2324,仁寶,30.25,2025,"7,575",-16.8,427,-5.78,60.3,-40,5.64,+0.66,1.04,-0.24,1.38,-0.92,5.2,-2.89,1.75,-0.85,36
1051,6411,晶焱,79.6,2025,24.6,-10.5,9.58,-17.8,3.1,-30.2,39,-3.44,10.7,-3.92,3.18,-1.35,5.18,-2.97,4.03,-2.19,53
1052,4952,凌通,44.25,2025,21.3,-13.6,7.11,-21.2,1.12,-54.5,33.4,-3.22,5.28,-4.75,1.03,-1.24,5.16,-6.17,3.96,-4.69,51
1053,2115,六暉-KY,21.65,2025,29.8,-4.72,6.15,-11.2,1.65,-22.6,20.7,-1.5,5.55,-1.28,1.58,-0.47,5.08,-1.7,3.45,-0.97,51
1054,2514,龍邦,13.5,2025,216,-13.1,28.8,-13.9,6.68,-34.7,13.3,-0.13,4.84,-0.96,1.85,-0.98,5.07,-2.31,2.66,-0.97,36
1055,6174,安碁,30.2,2025,6.11,+30.8,2.13,+38.3,0.33,-11.2,34.8,+1.88,5.41,-2.57,0.66,-0.09,5.06,-0.55,3.66,-0.72,43
1056,3501,維熹,48.4,2025,55.4,-6.46,11.1,-22.6,3.54,-51,20,-4.17,6.4,-5.82,3,-3.12,5.04,-5.56,3.77,-4.53,51
1057,1417,嘉裕,8.99,2025,4.04,-33.1,2.16,+57.6,1.17,+176,53.5,+30.8,29,+54.6,0.62,+1.43,5.03,+11.3,4.11,+8.87,66
1058,6259,百徽,23,2025,4.57,+19.4,1.06,+16.7,0.18,+49.5,23.3,-0.53,4.08,+0.87,0.7,+0.19,5.02,+1.49,3.68,+1.16,51
1059,6719,力智,170,2025,45.8,+23.9,16,+42.5,6.93,+201,34.8,+4.56,15.1,+8.9,6.58,+4.16,5.01,+2.89,4.21,+2.37,62
1060,1102,亞泥,34.95,2025,710,-6.89,112,+1.19,100,-22.2,15.8,+1.26,14.4,-2.2,3,-0.86,5,-1.37,3.11,-0.67,47
1061,5016,松和,29.55,2025,20.5,+0.57,1.99,-5.81,0.74,-12.2,9.75,-0.66,3.67,-0.51,1.5,-0.21,5,-0.76,2.94,-0.33,40
1062,2897,王道銀行,10.3,2025,99.7,-2.09,,,18.3,-35.9,,,31.6,-6.65,0.61,-0.39,4.99,-1.5,0.45,-0.14,57
1063,8423,保綠-KY,18,2025,3.77,+1.95,1.04,+5.7,0.3,+30.4,27.6,+0.98,8.08,+1.76,0.73,+0.11,4.98,+0.21,3.36,+0.41,52
1064,8096,擎亞,93.7,2025,347,+22.8,12.6,+53.8,1.33,-72.8,3.62,+0.73,0.38,-1.35,0.89,-2.38,4.97,-15.5,1.48,-4.14,34
1065,4702,中美實,9.98,2025,0.69,-61.6,0.29,-21.5,0.64,+50.7,42.2,+21.5,92.3,+68.8,0.88,+0.3,4.97,+1.54,4.31,+1.37,62
1066,1735,日勝化,27.6,2025,23,-12.9,4.18,-11,0.78,-19.5,18.1,+0.39,3.37,-0.27,0.78,-0.19,4.97,-1.31,2.49,-0.44,45
1067,3062,建漢,30.25,2025,41.9,+16.6,1.96,-36.3,2.22,+8073,4.67,-3.88,5.3,+5.22,0.68,+0.67,4.96,+4.91,3.34,+3.3,40
1068,2492,華新科,149.5,2025,365,+4.91,63,-2.79,23,-22.9,17.3,-1.37,8.24,-2.78,4.74,-1.41,4.96,-1.7,2.95,-1,43
1069,2836,高雄銀,12.15,2025,50.2,+14.5,,,12.8,+32.9,,,25.4,+3.52,0.68,+0.13,4.94,+0.53,0.36,+0.07,52
1070,7788,松川精密,167,2025,64.3,+7.87,17.4,+5.19,2.69,-46.6,27,-0.69,4.19,-4.13,3.63,-3.32,4.94,-5.49,2.66,-2.53,47
1071,8176,智捷,10.75,2025,3.73,-33.6,1.25,-31.6,0.28,-10,33.4,+1.01,7.57,+2.25,0.4,-0.05,4.93,-0.64,3.75,-0.26,60
1072,4106,雃博,22.65,2025,24,+0.74,11,+2.67,1.21,+5.11,45.9,+0.86,5.07,+0.22,1.2,+0.06,4.92,+0.06,3.86,+0.22,57
1073,8032,光菱,37.15,2025,36.3,+25.8,4.93,+16.6,1.13,+1.55,13.6,-1.06,3.12,-0.74,2.19,+0.04,4.92,-0.38,3.3,-0.27,43
1074,6965,中傑-KY,88.3,2025,217,-19.7,25.2,-38.7,5.37,-68.6,11.6,-3.6,2.57,-4.18,3.5,-8.72,4.91,-13.8,3.09,-6.97,49
1075,6418,詠昇,27.2,2025,7.82,-1.53,1.61,+0.43,0.25,-34,20.6,+0.4,3.22,-1.58,0.73,-0.37,4.9,-2.52,2.54,-1.24,49
1076,8043,蜜望實,91.3,2025,54.3,+15.7,3.05,+45.5,1.34,+9.99,5.62,+1.15,2.46,-0.13,1.67,+0.14,4.89,+0.24,3.04,+0.02,38
1077,2613,中櫃,22.95,2025,33.7,+2.49,5.71,+3.81,1.57,+35.9,17,+0.22,4.77,+1.24,1.14,+0.3,4.87,+1.28,1.6,+0.45,43
1078,7777,能率亞洲,25.6,2025,1.4,+15.9,1.4,+15.9,0.98,-10.4,100,0,69.7,-20.5,0.58,-0.09,4.87,-1.52,4.82,-1.23,76
1079,8039,台虹,143,2025,106,+6.75,20.4,-4.53,5.35,-9.73,19.2,-2.27,4.95,-0.41,2.07,-0.46,4.86,-0.82,3.58,-0.28,49
1080,6202,盛群,52.7,2025,30.6,+22.2,11.9,+18.1,1.73,+216,38.9,-1.38,6.08,+12,0.76,+1.42,4.86,+8.68,3.32,+5.83,57
1081,1409,新纖,16.6,2025,382,-14.5,69.7,-5.32,19.2,+12.7,18.3,+1.77,6.49,+1.06,1.19,+0.13,4.83,-0.19,1.13,-0.06,38
1082,3703,欣陸,21.5,2025,344,+12,41.3,+10.7,14.8,+26.1,12,-0.14,4.14,+1.96,1.8,+0.37,4.82,+2.6,1.54,+0.74,38
1083,1451,年興,17.3,2025,62.6,-2.48,7.21,+3.4,3.49,+44.1,11.5,+0.66,5.58,+1.8,1.76,+0.54,4.82,+1.37,4.08,+1.14,45
1084,7722,LINEPAY,304.5,2025,78.7,+25,25.7,+29.6,5.07,-21.6,32.7,+1.15,6.45,-3.83,7.46,-3.21,4.81,-3.44,2.73,-1.68,50
1085,1233,天仁,29,2025,21.6,-1.62,12.9,+0.16,0.68,-23,59.8,+1.06,3.13,-0.85,0.75,-0.22,4.81,-1.13,2.97,-0.73,51
1086,4720,德淵,24.3,2025,35.9,-2.31,8.28,-5.51,0.85,-47.1,23,-0.78,2.38,-2.12,0.74,-0.76,4.78,-5.33,2.57,-2.78,47
1087,4942,嘉彰,38.4,2025,60.9,+7.48,14.3,+8.19,4.36,-26.6,23.4,+0.15,7.15,-3.3,3.06,-1.11,4.78,-1.93,3.68,-1.6,51
1088,4413,飛寶企業,18.3,2025,8.62,+115,1.12,+47.5,0.16,+826,12.9,-5.89,1.91,+1.46,0.53,+0.47,4.78,+4.26,3.32,+2.95,41
1089,2545,皇翔,36.4,2025,60.8,-51,24.6,-54.2,6.81,-77,40.5,-2.81,11.2,-12.7,1.92,-7.13,4.76,-18.8,1.18,-4.26,40
1090,3296,勝德,21.3,2025,16,-1.66,3.38,-6.15,0.59,+22.8,21.2,-1.01,3.72,+0.74,0.61,+0.11,4.75,+0.7,2.67,+0.44,49
1091,1617,榮星,15.95,2025,33.6,-0.95,2.43,-21.6,1.15,+28.6,7.23,-1.9,3.3,+0.97,0.68,+0.13,4.75,+1.15,3.12,+0.86,40
1092,3317,尼克森,54.1,2025,27.1,+9.65,7.47,+11.2,1.49,-25.8,27.6,+0.39,5.67,-2.57,1.66,-0.83,4.75,-1.98,4,-1.58,53
1093,2605,新興,34.35,2025,44.1,-0.1,11.5,-13.7,8.47,-43.5,26,-4.1,19.2,-14.8,1.45,-1.11,4.74,-4.04,3.82,-3.08,59
1094,4764,雙鍵,233.5,2025,28.5,+5.46,5.65,+53.3,1.05,+380,19.8,+6.18,3.77,+5.05,1.22,+1.66,4.73,+6.32,2.23,+2.96,45
1095,2474,可成,206.5,2025,187,+3.18,59,+0.64,71.5,-45.9,31.6,-0.8,39.3,-33.7,11.33,-8.07,4.72,-3.47,3.18,-2.21,64
1096,6873,泓德能源,90,2025,87.8,-13.3,19.6,-22.3,5.04,-58,22.4,-2.6,5.68,-5.97,3.59,-7.51,4.72,-10.9,1.97,-5.49,43
1097,8240,華宏,63,2025,71.4,-5,11,+0.4,2.18,-27.6,15.5,+0.83,3.13,-1.01,2.18,-0.86,4.72,-2.11,2.94,-1.01,43
1098,1457,宜進,14.85,2025,29.8,-12.1,2.88,-10.8,2.75,+30,9.66,+0.14,14,+4.6,1.18,+0.27,4.71,+1.26,2.36,+0.71,40
1099,1525,江申,60.8,2025,12.5,-14.6,1.84,+3.17,2.36,-22,14.8,+2.55,18.9,-1.79,3.21,-0.91,4.71,-1.47,4.11,-1.14,51
1100,4556,旭然,32,2025,6.73,-3.75,2.66,+10.6,0.39,+173,39.5,+5.12,5.79,+3.76,0.92,+0.58,4.71,+2.97,2.46,+1.57,49
1101,2351,順德,141.5,2025,102,-5.25,13.7,-20.7,3.03,-55.1,13.3,-2.59,3.36,-3.38,1.66,-2.05,4.69,-5.35,2.73,-3.19,38
1102,9905,大華,21.75,2025,81.8,-2.24,7.87,-16.9,3.97,-20.4,9.62,-1.7,4.77,-1.11,1.3,-0.33,4.67,-1.45,3.4,-1.06,45
1103,9955,佳龍,31.55,2025,15.1,+26.1,1.28,+7981,0.56,+134,8.51,+8.38,3.73,+17.4,0.54,+2.12,4.67,+17.8,2.04,+7.97,32
1104,6840,東研信超,70.9,2025,9.09,+8.46,3.74,+18.7,0.48,+209,41.2,+3.55,5.27,+3.43,1.58,+1.04,4.66,+2.95,2.79,+1.82,48
1105,2363,矽統,55.6,2025,28.2,+282,8.78,+242,7.88,+58.1,31.1,-3.66,26.8,-37.3,1.53,+0.72,4.64,+1.79,4.29,+1.5,60
1106,5521,工信,11.85,2025,90.4,+27.3,6.07,+97.4,2.54,+2524,6.72,+2.38,2.81,+2.67,0.52,+0.5,4.61,+4.44,1.96,+1.87,47
1107,2906,高林,12.9,2025,88.8,+0.06,26.2,+0.65,0.99,-8.69,29.5,+0.17,3.46,-0.44,0.47,-0.05,4.6,-0.6,2.36,-0.48,45
1108,4746,台耀,53.1,2025,48.5,+2.54,20.3,-0.81,4.41,+180,41.9,-1.42,8.16,+6.81,3.67,+2.36,4.57,+3.81,2.86,+2.39,53
1109,1725,元禎,31.15,2025,80,-4.68,3.67,-10.5,2.78,-19.9,4.59,-0.3,3.48,-0.66,1.53,-0.38,4.56,-2.28,3.27,-1.2,49
1110,4569,六方科-KY,205,2025,18.2,+25.2,3.79,+17.8,1.27,-48.4,20.8,-1.31,6.96,-9.92,4.13,-3.78,4.54,-4.53,3.7,-4.35,55
1111,8476,台境*,18.05,2025,12.1,-20.2,2.24,-39.2,0.85,-68.6,18.5,-5.77,7.27,-10.7,0.52,-1.1,4.54,-9.18,2.41,-6.61,36
1112,3071,協禧,30.45,2025,23.3,-5.82,7.2,-3.12,0.63,-29.4,30.9,+0.86,3.78,-2.3,0.57,-0.24,4.52,-3.36,2.21,-1.62,51
1113,2302,麗正,18.9,2025,8.46,+11.7,3.1,+12.2,0.82,-34.8,36.6,+0.19,9.68,-6.89,0.49,-0.26,4.5,-2.46,3.12,-1.92,55
1114,2540,愛山林,56.9,2025,113,+1.31,23.3,-37.5,6.44,-66.1,20.6,-12.8,5.7,-11.4,0.69,-2.38,4.49,-13.5,1.18,-3.33,36
1115,8033,雷虎,154.5,2025,14.2,+14.4,5.32,+0.51,0.88,+22.1,37.3,-5.15,5.53,-0.55,0.58,+0.08,4.46,-0.94,2.76,-0.38,40
1116,2108,南帝,25.75,2025,95.5,-16,21.3,-5.54,4.1,-27,22.3,+2.47,7.6,-0.14,0.83,-0.31,4.45,-1.16,3.96,-1.01,60
1117,1614,三洋電,32.35,2025,53.9,-5.22,10.9,-0.37,2.51,+16.3,20.3,+0.99,4.66,+0.86,0.97,+0.14,4.42,+0.57,3.61,+0.5,47
1118,6127,九豪,48,2025,9.92,-1.13,1.26,-18.7,0.51,+174,12.7,-2.74,5.14,+12,0.47,+1.11,4.42,+10.4,1.45,+3.49,34
1119,4173,久裕,19.6,2025,15.5,+19.2,3.11,+22.8,0.87,-7.53,20.1,+0.59,5.61,-1.62,1.16,-0.1,4.41,-0.35,1.4,-0.07,40
1120,2465,麗臺,66.4,2025,44.4,+5.42,4.36,+29.1,0.36,+108,9.82,+1.8,0.82,+11.3,0.43,+5.69,4.37,+59.6,1.64,+17.4,45
1121,2849,安泰銀,14.15,2025,57.6,+3.97,,,15.4,+16.1,,,26.7,+2.79,0.79,+0.11,4.37,+0.46,0.41,+0.03,52
1122,1515,力山,23.15,2025,54.2,-11.1,6.9,-26.6,1.76,-44.7,12.7,-2.67,3.21,-2.02,0.97,-0.79,4.37,-3.81,2.22,-1.62,45
1123,1527,鑽全,33.15,2025,29,-7.47,6.06,-27.6,2.11,-52.6,20.9,-5.84,7.29,-6.93,1.52,-1.69,4.34,-4.91,3.87,-4.34,49
1124,2409,友達,19.25,2025,"2,814",+0.41,324,+33.6,68.4,+323,11.5,+2.86,2.48,+3.53,0.9,+1.3,4.32,+6.13,1.8,+2.56,45
1125,8072,陞泰,29.3,2025,12.8,+36.8,2.11,+30.9,0.89,-11.2,16.5,-0.74,7.92,-3.85,1.11,-0.14,4.27,-0.45,3.86,-0.46,53
1126,1234,黑松,36.2,2025,95.1,-7.23,27.7,-9.22,8.04,-15.1,29.1,-0.64,8.46,-0.78,2,-0.36,4.27,-0.79,3.38,-0.7,45
1127,6689,伊雲谷,70.8,2025,125,-1.67,13.1,-3.86,1.57,+1.7,10.5,-0.24,1.09,+0.16,2.31,+0.05,4.26,+0.53,2.2,+0.23,43
1128,8046,南電,796,2025,402,+24.4,36.5,+920,19.5,+856,9.08,+7.97,4.85,+4.21,3.01,+2.69,4.25,+3.82,3.14,+2.83,49
1129,6921,嘉雨思-創,94.8,2025,1.95,+28.5,1.12,+12.7,0.11,-53.2,57.5,-8.06,5.49,-9.58,0.35,-0.41,4.23,-6.88,3.16,-5.12,52
1130,5604,中連,34.4,2025,1.59,+0.36,1.31,-0.3,0.92,-66.1,81.9,-0.55,57.9,-113,0.85,-1.65,4.23,-7.95,3.36,-6.38,66
1131,3311,閎暉,32.6,2025,23.5,-2.86,2.92,+4.15,1.34,+144,12.5,+0.84,5.73,+3.45,1.67,+0.86,4.22,+2.16,3.11,+1.53,47
1132,5530,龍巖,44.65,2025,40.5,-2.7,23.9,-4.36,11.5,-28.2,59.1,-1.02,28.6,-10.2,2.75,-1.08,4.22,-2.25,1.52,-0.73,51
1133,2032,新鋼,16.3,2025,30.4,+2.45,1.26,+8.35,0.73,+23.6,4.16,+0.23,2.4,+0.41,0.56,+0.11,4.21,+0.71,3.53,+0.47,45
1134,4590,富田-創,78.2,2025,13,-41.1,3.78,-21.2,1.39,-0.94,29.2,+7.39,10.7,+4.35,2.72,-0.03,4.19,-0.14,2.4,+0.05,53
1135,4157,太景*-KY,10.35,2025,2.59,+72.2,2.41,+79.4,0.45,+217,93,+3.7,17.4,+43,0.06,+0.11,4.19,+7.69,3.86,+7.07,68
1136,3646,艾恩特,23.4,2025,6.68,-17.3,1.87,-20.7,0.22,-59.3,28,-1.18,3.32,-3.43,0.56,-0.83,4.18,-5.87,2.47,-3.84,43
1137,2375,凱美,89.2,2025,55.5,+5.35,11.1,+12.3,4.05,-18.1,20,+1.24,7.31,-2.09,3.73,-0.82,4.14,-1.16,2.76,-0.65,45
1138,8222,寶一,37.85,2025,9.61,+16.6,1.78,-3.92,0.37,-63.3,18.5,-3.96,3.9,-8.49,0.55,-0.94,4.13,-7.59,1.74,-3.86,32
1139,4767,誠泰科技,27.15,2025,9.86,-17.1,2.22,-23.2,0.39,-55.9,22.5,-1.79,3.95,-3.48,1.24,-1.58,4.12,-5.41,2.85,-3.35,53
1140,1339,昭輝,41.25,2025,16.6,-14,5.75,-16.6,1.79,-51.9,34.6,-1.09,10.3,-8.12,2.41,-2.6,4.11,-4.52,3.37,-3.37,64
1141,6603,富強鑫,25.2,2025,50.8,+12.2,12.9,+11,1,+27.6,25.3,-0.28,2.16,+0.57,0.61,+0.11,4.09,+1.2,1.35,+0.39,36
1142,1533,車王電,31.2,2025,40,+19.7,12,+42.5,0.58,+153,29.9,+4.78,2.77,+8.87,0.58,+1.69,4.08,+11.7,1.24,+3.64,38
1143,2634,漢翔,50.4,2025,355,-9.88,25.3,-32,7.33,-66.2,7.14,-2.33,2.07,-3.44,0.78,-1.52,4.06,-8.21,1.42,-3.23,28
1144,2926,誠品生活,36.5,2025,69.7,+1.84,27,+1.49,0.26,+99.8,38.8,-0.13,0.36,+0.18,0.54,+0.27,4.06,+1.98,0.16,+0.08,45
1145,8349,恒耀,44.25,2025,115,-12.8,22.8,-17.6,4.15,-43.8,19.9,-1.14,2.86,-2.52,1.93,-2.34,4.05,-6.05,1.46,-2.06,38
1146,5215,科嘉-KY,38.2,2025,25.8,-4.56,5.67,-22.1,1.31,-45.5,22,-4.96,5.78,-3.5,2.04,-1.7,4.03,-2.94,3.14,-2.37,51
1147,3615,安可,36.1,2025,9.28,-9.12,2.09,+26,0.56,+33296,22.5,+6.29,10.7,+6.79,0.82,+0.82,3.99,+2.4,3.22,+2.01,62
1148,5906,台南-KY,50.4,2025,16.8,-7.04,9.26,-7.78,0.35,-40.3,55.1,-0.44,1.74,-1.33,0.98,-0.69,3.97,-3.25,1.5,-1.39,43
1149,3716,中化控股,32.5,2025,85.7,-3.91,33.2,-2.63,3,-5.44,38.7,+0.51,3.5,-0.08,2.39,-0.1,3.96,-0.29,2.38,-0.11,43
1150,6155,鈞寶,49.8,2025,6.32,+10.9,1.54,+18.3,0.65,-23.6,24.4,+1.53,10.3,-4.63,0.74,-0.23,3.94,-1.35,2.89,-0.87,53
1151,2408,南亞科,207,2025,666,+95.1,150,+3663,66.1,+230,22.5,+23.7,9.93,+24.8,2.13,+3.77,3.94,+7,3.19,+5.73,57
1152,4401,東隆興,15,2025,39,-0.68,3.2,-5.71,0.89,-31.3,8.22,-0.44,2.78,-0.61,0.73,-0.33,3.94,-0.97,1.9,-0.38,40
1153,6163,華電網,74.1,2025,61.1,+10.9,12.3,+0.29,1.05,-19.3,20.1,-2.13,1.71,-0.66,0.75,-0.18,3.93,-1.35,1.61,-0.69,43
1154,4924,欣厚-KY,9.99,2025,7.21,+3.99,1.65,+13.1,0.14,+733,22.9,+1.85,1.97,+1.73,0.38,+0.33,3.91,+3.42,1.95,+1.72,45
1155,4552,力達-KY,21,2025,34.7,-4.56,6.74,-7.79,2.41,+74.6,19.4,-0.68,6.94,+3.15,2.07,+0.88,3.89,+1.61,3.09,+1.27,53
1156,4414,如興,10.85,2025,141,-5.37,27.7,+10.9,1.7,+126,19.7,+2.88,1.21,+0.54,0.68,+0.6,3.86,+1.54,1.27,+0.49,34
1157,2065,世豐,30.6,2025,20.7,-10.8,3.03,-30.6,0.71,-65.6,14.6,-4.18,3.41,-5.44,1.12,-2.44,3.84,-7.6,2.13,-4.07,40
1158,2201,裕隆,27.7,2025,724,-15.6,233,-13.2,9.79,-75.2,32.3,+0.93,4.97,-3.11,0.93,-2.85,3.82,-3.75,0.97,-0.84,36
1159,2107,厚生,26,2025,14.4,-2.54,4.93,+4.27,5.08,-11.4,34.2,+2.23,35.2,-3.54,1.67,-0.22,3.81,-0.68,3.33,-0.57,62
1160,2611,志信,14.5,2025,6.72,-2.19,2.13,+9.31,0.99,-68.2,31.7,+3.33,17.2,-30.4,0.52,-1.12,3.81,-6.4,2.74,-4.85,55
1161,2359,所羅門,116.5,2025,42.5,+21.3,9.63,+21.7,2.11,+46.7,22.7,+0.07,5.61,+1.1,1.23,+0.39,3.81,+1.15,2.38,+0.7,49
1162,2367,燿華,65.6,2025,162,-12.3,24.1,-32.6,4.84,-69.5,14.9,-4.46,2.98,-5.59,0.68,-1.68,3.79,-10.3,2.01,-5.08,38
1163,2049,上銀,293.5,2025,243,-0.53,69.8,-3.32,15.3,-22.6,28.8,-0.83,5.81,-1.83,4.31,-1.26,3.78,-1.38,2.6,-0.92,51
1164,4155,訊映,13.65,2025,15.6,-6.81,4.29,+52.2,0.82,-12.3,27.6,+10.7,6.24,-0.13,0.58,-0.08,3.78,-0.51,2.57,-0.57,45
1165,6195,詩肯,24.2,2025,22.1,-3.57,12.4,-3.21,0.49,-38.5,56.2,+0.21,2.24,-1.29,0.99,-0.61,3.78,-2.31,1.36,-0.92,43
1166,1532,勤美,21.65,2025,154,-14.5,37,-19.3,4.11,-65.6,24,-1.42,4.72,-3.72,0.98,-2.07,3.76,-4.55,1.37,-1.48,40
1167,1416,廣豐,11.65,2025,3.6,+7.99,1.31,+7.59,1.51,+2.5,36.4,-0.14,45.8,-4.87,0.81,+0.02,3.74,-0.52,2.79,-0.48,51
1168,6743,安普新,22.7,2025,55.4,-19.5,10.5,-16.7,1.05,-66.1,19,+0.64,1.89,-2.6,0.71,-1.39,3.74,-7.27,1.13,-2.39,32
1169,1109,信大,15.45,2025,44.3,-4.83,7.08,-28.6,3.51,-25.2,16,-5.31,8.63,-2.63,1.03,-0.35,3.73,-1.46,3.37,-1.23,55
1170,2305,全友,17.15,2025,7.46,+4.08,3.32,+27.3,0.4,+43,44.5,+8.11,11.8,+3.72,0.2,+0.06,3.73,+1.18,2.94,+0.95,62
1171,4160,訊聯基因,44.15,2025,6.03,-8.88,2.5,-10.6,0.21,-60.9,41.5,-0.78,3.56,-4.73,0.8,-1.25,3.71,-7.44,2.8,-5.51,51
1172,3434,哲固,31.05,2025,6.91,-5.05,1.32,-11,0.16,-66.4,19.1,-1.29,2.27,-4.15,0.47,-1.2,3.7,-10.7,2.21,-5.6,39
1173,6643,M31,556,2025,17.8,+20.3,17.8,+20.3,0.71,-44.4,100,0,3.96,-4.61,1.69,-1.36,3.7,-2.68,3.27,-2.31,57
1174,3308,聯德,20.65,2025,0.08,-88.4,0.04,-77.2,0.41,-31.5,46.6,+22.8,519,+431,0.68,-0.31,3.69,-1.74,1.85,-0.92,62
1175,2905,三商,14.45,2025,"1,800",+10.1,638,+389,7.55,-50.2,35.5,+49,1.01,-1.14,0.71,-0.71,3.68,-3.47,0.11,-0.11,40
1176,2355,敬鵬,51,2025,158,-3.51,18.2,-23.4,6.34,-44,11.5,-2.99,4.02,-2.9,1.6,-1.25,3.68,-3.12,2.66,-2.23,45
1177,6863,永道-KY,100,2025,39.5,-14.3,8.82,-40.6,2.25,-73.4,22.3,-9.86,5.69,-12.7,3,-8.36,3.68,-11,2.45,-8.57,47
1178,6220,岳豐,31.45,2025,83.6,-17.2,23.9,-9.94,1.19,-12.8,28.5,+2.3,1.42,+0.07,0.81,-0.12,3.66,-0.6,1.26,-0.19,36
1179,5328,華容,25.85,2025,8.84,+1.99,2.41,+13,0.67,-0.97,27.3,+2.66,7.83,-0.21,0.39,0,3.65,-0.04,2.69,-0.25,45
1180,8213,志超,38.65,2025,184,+3.73,21.2,-3.23,6.14,-17.7,11.5,-0.83,3.28,-0.81,2.27,-0.48,3.6,-0.92,1.94,-0.45,47
1181,1796,金穎生技,40.5,2025,6.77,+29.9,1.91,+97.2,0.29,+228,28.2,+9.62,4.26,+8.59,0.7,+1.24,3.6,+6.28,2.38,+4.32,48
1182,4912,聯德控股-KY,90.1,2025,62.8,+10.4,13.5,+3.43,1.29,-67.9,21.5,-1.46,2.23,-5.32,1.98,-4.48,3.58,-7.98,1.6,-3.87,43
1183,6156,松上,20.85,2025,49,+13.7,7.71,+6.56,0.48,-77.2,15.7,-1.05,2.38,-3.02,0.45,-1.71,3.57,-5.26,1.69,-2.46,43
1184,2008,高興昌,27,2025,18.2,+24.7,3.05,+38.3,1.3,+167,16.8,+1.66,7.15,+3.81,0.68,+0.42,3.57,+2.18,1.62,+0.98,34
1185,6207,雷科,57.2,2025,11.1,-18.2,3.44,-20,0.72,-56.4,30.8,-0.7,6.34,-5.73,0.9,-1.17,3.57,-5.1,1.7,-2.32,51
1186,1521,大億,25.3,2025,36.3,-1.79,5.91,+15,0.66,-24,16.3,+2.38,1.83,-0.54,0.87,-0.28,3.56,-1.24,2.28,-0.55,32
1187,3138,耀登,180,2025,17.4,+2.05,7.09,+1.62,0.74,-51.4,40.7,-0.17,4.24,-4.57,1.5,-1.55,3.54,-4.3,1.85,-2.52,53
